id,customer,supplier,active,is_company,name,street,street2,zip,city,country_id/id,siret,nic,vat,phone,fax,email,credit_limit
base.partner_noemis_cust_00133,True,False,True,True,RESINTEL,5 AVENUE DES PUPILLES,,15000,AURILLAC,base.fr,388641375,59,FR45388641375,04 71 48 62 00,04 71 48 62 52,resintel.63@resintel.fr,0
base.partner_noemis_cust_00134,True,False,True,True,RISP,5 RUE DE LA CROIX BLANCHE,BP 3321,27950,SAINT MARCEL,base.fr,380898189,,,02 32 21 36 55,02 32 21 01 03,,0
base.partner_noemis_cust_00135,True,False,True,True,RM SECURITE,340 rue d'Obsidienne  -  BP 33,PA LES VALLADES,13510,EGUILLES,base.fr,331250712,63,FR49331250712,04 42 95 18 18,04 42 95 23 37,,4000
base.partner_noemis_cust_00136,True,False,True,True,RX COM ,"441, rue Marguerite PEREY",ZAC Du Levant,77127,LIEUSAINT,base.fr,517496683,,FR17517496683,01 74 59 62 04,09 74 44 34 06,,0
base.partner_noemis_cust_00137,True,False,True,True,S. F. C. E. ,"18, rue Troyon",,92316,SEVRES Cedex,base.fr,333520591,,FR92333520591,01 46 23 56 56,01 46 23 57 06,,100000
base.partner_noemis_cust_00138,True,False,True,True,SANTERNE TOULOUSE,35 CHEMIN DES TOURNESOLS,ZA RIBAUTE,31130,QUINT FONSEGRIVES,base.fr,420246084,,,,,,20000
base.partner_noemis_cust_00139,True,False,True,True,SCATE,PARC EUROPEEN D'ENTREPRISE,RUE LUDWIG VAN BEETHOVEN,63200,RIOM,base.fr,320787435,33,FR00320787435,04.73.64.53.33,04.73.64.53.30,patrick.levandoux@scate.fr,20000
base.partner_noemis_cust_00140,True,False,True,True,SECURILEC,59 CHEMIN DE CHAVENNES,,3000,AVERMES,base.fr,492509807,11,fr19492509807,04 70 20 93 34,,,6000
base.partner_noemis_cust_00141,True,False,True,True,SECURITAS France Sarl,AGENCE R0048,TSA 81561,75901,PARIS CEDEX 15,base.fr,702011172,,,,,,50000
base.partner_noemis_cust_00142,True,False,True,True,SEGMA,4 RUE DES BEGONNES,ZA CHAMP LAMET,63430,PONT DU CHATEAU,base.fr,409979226,27,FR00409979226,04 73  83 70 30,04 73 83 70 31,contact@segma.elec.fr,20000
base.partner_noemis_cust_00143,True,False,True,True,SEMAPHORE PROTECTION,"62 ter, Route de Paris",,78760,JOUARS PONTCHARTRAIN,base.fr,343285151,,,01 30 43 01 01,01 30 55 26 53,contact@semaphore-protecton.fr,50000
base.partner_noemis_cust_00144,True,False,True,True,SEMERU,"34, rue Charles PIKETTY",,91178,VIRY CHATILLON Cedex,base.fr,320661010,,FR92320661010,01.69.12.76.06,01.69.12.70.01,,6000
base.partner_noemis_cust_00145,True,False,True,True,SETELEN,5 Boulevard Pierre Desgranges,BP70029,42160,ANDREZIEUX-BOUTHEON,base.fr,448389536,120,FR71448389536,04 77 55 61 78,04 77 36 79 04,,6000
base.partner_noemis_cust_00146,True,False,True,True,SHI,"1, Rond Point Victor Hugo ",,92137,ISSY LES MOULINEAUX,base.fr,522742972,,FR52522742972,01 41 33 94 94,01 41 33 94 99,,10000
base.partner_noemis_cust_00147,True,False,True,True,SIRIS PROTECTION,Parc de l'Esplanade  -  Bat C,"10, rue Paul Henri Spaak",77400,ST THIBAULT DES VIGNES,base.fr,449101427,,FR95449101427,01 60 07 23 23,01 60 07 04 00,contacr@siris-protection.fr,0
base.partner_noemis_cust_00148,True,False,True,True,SNEF S.T.C.,189 RUE D'AUBERVILLIERS,,75018,PARIS,base.fr,394335301,,FR26394335301,01 40 05 58 20,,,0
base.partner_noemis_cust_00149,True,False,True,True,SNEF VDI,CARRE PLEYEL - 5 RUE PLEYEL,BP 162,93208,SAINT DENIS,base.fr,56800659,,FR52056800659,01 49 33 43 00,01 48 09 40 45,,25000
base.partner_noemis_cust_00150,True,False,True,True,SOFRATEL,8 rue Emile Allard,,59111,BOUCHAIN,base.fr,333996197,,FR40333996197,03 27 09 90 90,03 27 09 90 91,,0
base.partner_noemis_cust_00151,True,False,True,True,SOGETREL,BP 90132,5 RUE SAINT LEON,54003,NANCY CEDEX,base.fr,397767831,,FR96397767831,03 83 92 34 34,03 83 92 34 30,,10000
base.partner_noemis_cust_00152,True,False,True,True,SOGETREL SUD AQUITAINE,"5, rue Saint LÈon",,54000,NANCY,base.fr,397767831,811,FR96 397 767 831,05.59.44.26.90,05.59.44.03.97,,4000
base.partner_noemis_cust_00153,True,False,True,True,SONTEC,16 Rue Combattants D Extreme Orie ,,13700,MARIGNANE,base.fr,327984548,,,,,,0
base.partner_noemis_cust_00154,True,False,True,True,SPIE COMMUNICATIONS (AE),,53 boulevard de STALINGRAD,92247,MALAKOFF CEDEX,base.fr,319060075,,FR25 351 916 457,,,,70000
base.partner_noemis_cust_00155,True,False,True,True,SPIE EST,"2, route de Lingolsheim",BP 70 330  - Geispolsheim Gare,67411,ILLKIRCH CEDEX,base.fr,440056026,105,FR30440056026,,,,133333
base.partner_noemis_cust_00156,True,False,True,True,SPIE IDF NORD OUEST,1/3  PLACE DE LA BERLINE,,93287,SAINT DENIS CEDEX,base.fr,440056182,,FR13440056182,01 34 21 27 00,01 34 21 27 57,,103333
base.partner_noemis_cust_00157,True,False,True,True,SPIE OUEST CENTRE,"7, rue Julius et Ethel ROSENBERG",BP 105,44817,SAINT HERBLAIN Cedex,base.fr,440056356,445,FR50440056356,02 40 67 06 06,02 40 63 48 78,,50000
base.partner_noemis_cust_00158,True,False,True,True,SPIE SUD EST,ComptabilitÈ Fournisseurs,"4, avenue Jean Jaures  TSA 50006",69551,FEYZIN CEDEX,base.fr,440055861,312,FR20440055861,,,,0
base.partner_noemis_cust_00159,True,False,True,True,STANLEY SECURITY FRANCE,RÈseau SDS,1 ALLEE DE L'EXPANSION,69340,FRANCHEVILLE,base.fr,,,,,,,4000
base.partner_noemis_cust_00160,True,False,True,True,STENTORIUS,34 rue Pierre et Marie Curie,,94204,IVRY SUR SEINE,base.fr,712005685,,FR49712005685,01 46 70 75 20,01 46 58 23 57,stentorius@stentorius.fr,100000
base.partner_noemis_cust_00161,True,False,True,True,SVD FRANCE,ZA JEAN MERMOZ,18 AVENUE DE LA FORET - BP40005,33326,EYZINES,base.fr,344460472,22,,,,,50000
base.partner_noemis_cust_00162,True,False,True,True,TEL,9/13 RUE ANTOINE WATTEAU,BP 31,59430,SAINT POL SUR MER,base.fr,312844491,,,,,,6000
base.partner_noemis_cust_00163,True,False,True,True,TELECOM PROTECT,3 Impasse de la Corre,,3270,MARIOL,base.fr,494964885,11,FR43494964885,06 86 43 31 65,04 70 59 08 37,jfm.tellecom.protect@orange.fr,6000
base.partner_noemis_cust_00164,True,False,True,True,TELEGIL,"2266, Avenue de líEurope",,69140,RILLEUX LA PAPE,base.fr,329703946,49,FR37329703946,04 72 04 94 04,04.72.04.94.09,contact @telegil.com,10000
base.partner_noemis_cust_00165,True,False,True,True,THEMYS,Pont de líEtoile  - CD 45,Quartier la Chaume,13360,ROQUEVAIRE,base.fr,413395690,,FR81413395690,33.6.51.50.16.39 ,04 42 32 94 95,,0
base.partner_noemis_cust_00166,True,False,True,True,TSA,6 AVENUE DE PARIS,,42300,ROANNE,base.fr,411029457,16,,04 77 78 06 06,04 77 72 81 81,,4000
base.partner_noemis_cust_00167,True,False,True,True,TSEI,6 rue de Nantes,,75019,PARIS,base.fr,379707367,,FR91379707367,01 44 72 08 80,01 46 07 44 81,tsei@tsei.fr,10000
base.partner_noemis_cust_00168,True,False,True,True,UBIC,100 AV ALFRED SAUVY,,34470,PEROL,base.fr,,,,,,,0
base.partner_noemis_cust_00169,True,False,True,True,ULTRABOX,11 AVENUE MIREILLE,LES ACACIAS C,6100,NICE,base.fr,792870271,14,,06 95 42 00 00,04 93 51 11 12,ultrabox09@gmail.com,0
base.partner_noemis_cust_00170,True,False,True,True,VAE,59 RUE MAURICE BERTEAUX,,93150,LE BLANC MESNIL,base.fr,326522521,,,01 48 65 67 39,01 48 65 77 63,,50000
base.partner_noemis_cust_00171,True,False,True,True,VERITRONIC,6 RUE DU VELAY,SILIC 1746,91090,LISSES,base.fr,349165456,,FR73 349 165 456,01 60 86 57 57,01 60 86 57 90,,0
base.partner_noemis_cust_00172,True,False,True,True,VIDEO EXTERN,86 AVENUE DU 18 JUIN 1940,,92500,RUEIL MALMAISON,base.fr,752463703,,,06 42 05 19 05,,b.bauer@easyextern.com,6000
base.partner_noemis_cust_00173,True,False,True,True,VIGIE-VILLAGES,"4, avenue de Flandre",,59650,VILLENEUVE D'ASCQ,base.fr,411964109,,,03 20 20 05 20,03 20 98 78 40,,0
base.partner_noemis_cust_00174,True,False,True,True,VK ELECTRONIC,"140, Cours Docteur LONG",,69003,LYON,base.fr,523015501,,FR26523015501,04 72 91 46 62,,,30000
base.partner_noemis_cust_00175,True,False,True,True,WARGAMING EUROPE SAS,54 AVENUE DU GENERAL LECLERC,,92100,BOULOGNE BILLANCOURT,base.fr,537547879,,FR25537547879,01 41 22 27 26,,,4000
